DATE,GROSS_LEV_AVG_EU_RA,NET_LEV_AVG_EU_RA,GROSS_LEV_MEDIAN_US_RA,NET_LEV_MEDIAN_US_RA,GROSS_LEV_MEDIAN_ASIA_RA,NET_LEV_MEDIAN_ASIA_RA
"5/24/11","1.8200","0.3700","1.5056","0.5797","1.2000","0.4800"
"5/25/11","1.8100","0.3700","1.5006","0.5839","1.2000","0.4700"
"5/26/11","1.8000","0.3700","1.4909","0.5928","1.2000","0.4600"
"5/27/11","1.8000","0.3800","1.4885","0.6012","1.2000","0.4500"
"5/30/11","1.8100","0.3900","1.4843","0.6106","1.2100","0.4600"
"5/31/11","1.8200","0.4000","1.4850","0.6226","1.2100","0.4700"
"6/1/11","1.8200","0.4000","1.4918","0.6242","1.2100","0.4800"
"6/2/11","1.8200","0.4000","1.4986","0.6162","1.2000","0.4900"
"6/3/11","1.8100","0.4000","1.5038","0.6089","1.1900","0.4900"
"6/6/11","1.8000","0.3900","1.5115","0.5963","1.1900","0.4900"
"6/7/11","1.8000","0.3900","1.5138","0.5861","1.1900","0.4800"
"6/8/11","1.7900","0.3900","1.5105","0.5805","1.1900","0.4800"
"6/9/11","1.7800","0.3900","1.5075","0.5811","1.1900","0.4700"
"6/10/11","1.7800","0.4000","1.5018","0.5761","1.1800","0.4600"
"6/13/11","1.7700","0.4000","1.4953","0.5756","1.1700","0.4500"
"6/14/11","1.7800","0.4100","1.4963","0.5733","1.1600","0.4600"
"6/15/11","1.7800","0.4100","1.4994","0.5746","1.1500","0.4600"
"6/16/11","1.7900","0.4100","1.4989","0.5726","1.1400","0.4600"
"6/17/11","1.7900","0.4100","1.4995","0.5760","1.1400","0.4600"
"6/20/11","1.7900","0.4100","1.4969","0.5819","1.1400","0.4600"
"6/21/11","1.7900","0.4200","1.4942","0.5890","1.1400","0.4600"
"6/22/11","1.7900","0.4200","1.4933","0.5913","1.1300","0.4500"
"6/23/11","1.7900","0.4200","1.4954","0.5939","1.1300","0.4500"
"6/24/11","1.7800","0.4200","1.4914","0.5947","1.1200","0.4500"
"6/27/11","1.7800","0.4200","1.4901","0.5941","1.1300","0.4500"
"6/28/11","1.7700","0.4200","1.4919","0.5887","1.1400","0.4700"
"6/29/11","1.7600","0.4100","1.4942","0.5875","1.1500","0.4800"
"6/30/11","1.7600","0.4100","1.4903","0.5867","1.1500","0.4800"
"7/1/11","1.7869","0.4297","1.4870","0.5718","1.1395","0.4946"
"7/4/11","1.7933","0.4320","1.4855","0.5805","1.1567","0.5206"
"7/5/11","1.8016","0.4275","1.4819","0.5688","1.1535","0.5324"
"7/6/11","1.8013","0.4196","1.4801","0.5654","1.1495","0.5287"
"7/7/11","1.8017","0.4147","1.4857","0.5689","1.1508","0.5259"
"7/8/11","1.8069","0.4003","1.4890","0.5662","1.1571","0.5378"
"7/11/11","1.8008","0.3777","1.4968","0.5559","1.1564","0.5346"
"7/12/11","1.7940","0.3611","1.5075","0.5532","1.1642","0.5230"
"7/13/11","1.7890","0.3518","1.5164","0.5497","1.1716","0.5205"
"7/14/11","1.7875","0.3373","1.5202","0.5387","1.1770","0.5180"
"7/15/11","1.7788","0.3309","1.5259","0.5348","1.1748","0.5014"
"7/18/11","1.7749","0.3279","1.5244","0.5367","1.1739","0.4920"
"7/19/11","1.7653","0.3275","1.5223","0.5471","1.1683","0.4896"
"7/20/11","1.7609","0.3246","1.5241","0.5524","1.1695","0.4884"
"7/21/11","1.7499","0.3349","1.5214","0.5615","1.1739","0.4870"
"7/22/11","1.7511","0.3442","1.5153","0.5697","1.1790","0.4966"
"7/25/11","1.7341","0.3546","1.5064","0.5711","1.1803","0.5058"
"7/26/11","1.7261","0.3600","1.5013","0.5694","1.1831","0.5196"
"7/27/11","1.7098","0.3620","1.4974","0.5653","1.1857","0.5278"
"7/28/11","1.6931","0.3599","1.4972","0.5607","1.1818","0.5363"
"7/29/11","1.6629","0.3541","1.5017","0.5551","1.1780","0.5336"
"8/1/11","1.6545","0.3514","1.5097","0.5551","1.1765","0.5369"
"8/2/11","1.6376","0.3378","1.5140","0.5414","1.1735","0.5229"
"8/3/11","1.6220","0.3293","1.5088","0.5365","1.1619","0.5034"
"8/4/11","1.6034","0.3082","1.4937","0.5225","1.1493","0.4789"
"8/5/11","1.5873","0.2968","1.4766","0.5106","1.1399","0.4616"
"8/8/11","1.5546","0.2882","1.4493","0.4961","1.1336","0.4354"
"8/9/11","1.5250","0.2915","1.4270","0.4928","1.1226","0.4295"
"8/10/11","1.5031","0.2977","1.4107","0.4883","1.1211","0.4295"
"8/11/11","1.4897","0.3213","1.4029","0.4885","1.1177","0.4411"
"8/12/11","1.4827","0.3413","1.3991","0.4884","1.1170","0.4540"
"8/15/11","1.4980","0.3575","1.4119","0.4869","1.1045","0.4686"
"8/16/11","1.5073","0.3716","1.4205","0.4852","1.1004","0.4720"
"8/17/11","1.5093","0.3772","1.4299","0.4771","1.0958","0.4788"
"8/18/11","1.5059","0.3703","1.4343","0.4677","1.0597","0.4437"
"8/19/11","1.4965","0.3587","1.4338","0.4555","1.0590","0.4170"
"8/22/11","1.4852","0.3493","1.4208","0.4421","1.0635","0.3863"
"8/23/11","1.4786","0.3393","1.4104","0.4283","1.0617","0.3689"
"8/24/11","1.4768","0.3324","1.3998","0.4199","1.0579","0.3502"
"8/25/11","1.4877","0.3291","1.3947","0.4122","1.0911","0.3639"
"8/26/11","1.5061","0.3299","1.3903","0.4052","1.0914","0.3573"
"8/29/11","1.5239","0.3314","1.4023","0.4064","1.0880","0.3649"
"8/30/11","1.5422","0.3340","1.4122","0.4038","1.0873","0.3670"
"8/31/11","1.5654","0.3385","1.4264","0.4032","1.0853","0.3703"
"9/1/11","1.5744","0.3348","1.4387","0.4051","1.0827","0.3794"
"9/2/11","1.5793","0.3261","1.4465","0.4020","1.0789","0.3867"
"9/5/11","1.5730","0.3061","1.4462","0.3953","1.0830","0.3800"
"9/6/11","1.5633","0.2877","1.4400","0.3912","1.0900","0.3544"
"9/7/11","1.5530","0.2720","1.4321","0.3918","1.1026","0.3335"
"9/8/11","1.5483","0.2686","1.4279","0.3906","1.1061","0.3105"
"9/9/11","1.5442","0.2674","1.4257","0.3924","1.1109","0.2988"
"9/12/11","1.5424","0.2760","1.4241","0.3942","1.1079","0.2846"
"9/13/11","1.5441","0.2812","1.4210","0.4003","1.1034","0.2860"
"9/14/11","1.5427","0.2821","1.4191","0.4008","1.0926","0.2797"
"9/15/11","1.5459","0.2817","1.4235","0.4047","1.0952","0.2753"
"9/16/11","1.5509","0.2812","1.4326","0.4082","1.0882","0.2732"
"9/19/11","1.5595","0.2765","1.4355","0.4116","1.0885","0.2740"
"9/20/11","1.5717","0.2729","1.4424","0.4067","1.0817","0.2721"
"9/21/11","1.5775","0.2709","1.4365","0.4014","1.0811","0.2699"
"9/22/11","1.5722","0.2609","1.4179","0.3925","1.0679","0.2592"
"9/23/11","1.5636","0.2533","1.4003","0.3911","1.0623","0.2486"
"9/26/11","1.5593","0.2511","1.3921","0.3933","1.0548","0.2447"
"9/27/11","1.5548","0.2513","1.3858","0.4020","1.0601","0.2474"
"9/28/11","1.5565","0.2465","1.3858","0.4075","1.0583","0.2526"
"9/29/11","1.5604","0.2505","1.3901","0.4170","1.0624","0.2677"
"9/30/11","1.5686","0.2483","1.3850","0.4168","1.0638","0.2790"
"10/3/11","1.5743","0.2393","1.3721","0.4092","1.0697","0.2816"
"10/4/11","1.5847","0.2221","1.3656","0.4007","1.0711","0.2742"
"10/5/11","1.6000","0.2114","1.3741","0.3965","1.0711","0.2707"
"10/6/11","1.6232","0.1998","1.3860","0.3941","1.0753","0.2744"
"10/7/11","1.6493","0.1951","1.4071","0.3952","1.0814","0.2885"
"10/10/11","1.6805","0.1972","1.4280","0.4008","1.0833","0.3052"
"10/11/11","1.7105","0.2055","1.4492","0.4074","1.0867","0.3329"
"10/12/11","1.7426","0.2162","1.4569","0.4102","1.0966","0.3610"
"10/13/11","1.7808","0.2252","1.4635","0.4096","1.1145","0.3809"
"10/14/11","1.8064","0.2337","1.4657","0.4141","1.1258","0.3892"
"10/17/11","1.8223","0.2416","1.4735","0.4140","1.1411","0.4045"
"10/18/11","1.8341","0.2530","1.4766","0.4119","1.1403","0.4116"
"10/19/11","1.8382","0.2594","1.4780","0.4118","1.1407","0.4086"
"10/20/11","1.8269","0.2632","1.4761","0.4097","1.1282","0.4006"
"10/21/11","1.8303","0.2690","1.4814","0.4071","1.1219","0.3954"
"10/24/11","1.8433","0.2797","1.4874","0.4105","1.1172","0.3896"
"10/25/11","1.8501","0.2884","1.4859","0.4081","1.1334","0.3916"
"10/26/11","1.8559","0.2973","1.4906","0.4063","1.1464","0.3971"
"10/27/11","2.0009","0.3269","1.4936","0.4201","1.1765","0.4200"
"10/28/11","2.0078","0.3290","1.4890","0.4338","1.1839","0.4380"
"10/31/11","2.0084","0.3233","1.4804","0.4435","1.1895","0.4454"
"11/1/11","1.9724","0.3068","1.4751","0.4546","1.1903","0.4445"
"11/2/11","1.9320","0.2918","1.4677","0.4664","1.1914","0.4420"
"11/3/11","1.7607","0.2631","1.4602","0.4675","1.1632","0.4292"
"11/4/11","1.7211","0.2623","1.4588","0.4615","1.1582","0.4238"
"11/7/11","1.6804","0.2626","1.4624","0.4582","1.1530","0.4227"
"11/8/11","1.6815","0.2728","1.4695","0.4626","1.1485","0.4228"
"11/9/11","1.6893","0.2802","1.4640","0.4649","1.1434","0.4269"
"11/10/11","1.7000","0.2835","1.4678","0.4637","1.1495","0.4209"
"11/11/11","1.7143","0.2863","1.4684","0.4698","1.1606","0.4130"
"11/14/11","1.7288","0.2860","1.4660","0.4764","1.1657","0.4088"
"11/15/11","1.7465","0.2861","1.4615","0.4778","1.1676","0.4039"
"11/16/11","1.7621","0.2893","1.4674","0.4768","1.1719","0.3996"
"11/17/11","1.7761","0.2908","1.4625","0.4718","1.1742","0.3962"
"11/18/11","1.7845","0.2853","1.4522","0.4627","1.1719","0.3945"
"11/21/11","1.7892","0.2752","1.4412","0.4498","1.1741","0.3832"
"11/22/11","1.7870","0.2652","1.4282","0.4372","1.1736","0.3700"
"11/23/11","1.7824","0.2541","1.4160","0.4274","1.1647","0.3495"
"11/24/11","1.7832","0.2449","1.4058","0.4238","1.1601","0.3390"
"11/25/11","1.7812","0.2385","1.4007","0.4210","1.1510","0.3262"
"11/28/11","1.7837","0.2411","1.3995","0.4216","1.1430","0.3239"
"11/29/11","1.7893","0.2418","1.3990","0.4187","1.1375","0.3227"
"11/30/11","1.8021","0.2462","1.4013","0.4239","1.1299","0.3350"
"12/1/11","1.8092","0.2441","1.4046","0.4315","1.1249","0.3440"
"12/2/11","1.8219","0.2432","1.4160","0.4389","1.1268","0.3533"
"12/5/11","1.8387","0.2441","1.4224","0.4529","1.1240","0.3643"
"12/6/11","1.8530","0.2456","1.4311","0.4692","1.1229","0.3801"
"12/7/11","1.8633","0.2395","1.4399","0.4743","1.1358","0.3888"
"12/8/11","1.8672","0.2369","1.4420","0.4701","1.1535","0.3974"
"12/9/11","1.8674","0.2394","1.4358","0.4749","1.1566","0.4005"
"12/12/11","1.8609","0.2329","1.4303","0.4669","1.1660","0.4002"
"12/13/11","1.8564","0.2306","1.4250","0.4564","1.1646","0.3900"
"12/14/11","1.8436","0.2209","1.4170","0.4499","1.1543","0.3759"
"12/15/11","1.8349","0.2206","1.4160","0.4512","1.1379","0.3554"
"12/16/11","1.8388","0.2210","1.4163","0.4457","1.1290","0.3440"
"12/19/11","1.8453","0.2298","1.4149","0.4380","1.1208","0.3266"
"12/20/11","1.8458","0.2402","1.4153","0.4407","1.1178","0.3155"
"12/21/11","1.8452","0.2626","1.4140","0.4444","1.1205","0.3137"
"12/22/11","1.8558","0.2823","1.4151","0.4451","1.1267","0.3194"
"12/23/11","1.8516","0.2950","1.4132","0.4459","1.1350","0.3203"
"12/26/11","1.8491","0.3067","1.4141","0.4562","1.1443","0.3280"
"12/27/11","1.8505","0.3110","1.4159","0.4588","1.1541","0.3355"
"12/28/11","1.8517","0.3118","1.4156","0.4581","1.1560","0.3375"
"12/29/11","1.8373","0.3065","1.4208","0.4603","1.1536","0.3316"
"12/30/11","1.8290","0.3005","1.4214","0.4596","1.1505","0.3280"
"1/2/12","1.8237","0.2931","1.4219","0.4578","1.1446","0.3265"
"1/3/12","1.8301","0.2866","1.4236","0.4631","1.1423","0.3236"
"1/4/12","1.8447","0.2777","1.4271","0.4710","1.1432","0.3290"
"1/5/12","1.8587","0.2676","1.4271","0.4772","1.1558","0.3335"
"1/6/12","1.8700","0.2594","1.4344","0.4833","1.1651","0.3343"
"1/9/12","1.8754","0.2488","1.4417","0.4874","1.1757","0.3327"
"1/10/12","1.8764","0.2433","1.4454","0.4904","1.1748","0.3309"
"1/11/12","1.8681","0.2408","1.4512","0.4951","1.1793","0.3246"
"1/12/12","1.8619","0.2453","1.4581","0.4993","1.1736","0.3237"
"1/13/12","1.8541","0.2521","1.4703","0.5013","1.1761","0.3251"
"1/16/12","1.8559","0.2638","1.4828","0.5048","1.1745","0.3226"
"1/17/12","1.8607","0.2730","1.4925","0.5049","1.1802","0.3320"
"1/18/12","1.8884","0.2811","1.5059","0.5054","1.1820","0.3404"
"1/19/12","1.9230","0.2859","1.5153","0.5087","1.1826","0.3557"
"1/20/12","1.9621","0.2876","1.5130","0.5137","1.1930","0.3712"
"1/23/12","1.9911","0.2861","1.5115","0.5176","1.2023","0.3918"
"1/24/12","2.0072","0.2816","1.5161","0.5214","1.2179","0.4034"
"1/25/12","2.0133","0.2781","1.5152","0.5187","1.2265","0.4133"
"1/26/12","2.0147","0.2729","1.5153","0.5156","1.2404","0.4160"
"1/27/12","2.0113","0.2690","1.5210","0.5150","1.2408","0.4189"
"1/30/12","1.9979","0.2567","1.5276","0.5112","1.2392","0.4150"
"1/31/12","1.9979","0.2451","1.5300","0.5076","1.2404","0.4168"
"2/1/12","1.9834","0.2404","1.5340","0.5088","1.2464","0.4240"
"2/2/12","1.9714","0.2375","1.5382","0.5110","1.2463","0.4305"
"2/3/12","1.9654","0.2398","1.5443","0.5152","1.2527","0.4451"
"2/6/12","1.9720","0.2483","1.5471","0.5243","1.2653","0.4665"
"2/7/12","1.9710","0.2578","1.5548","0.5337","1.2710","0.4811"
"2/8/12","1.9799","0.2675","1.5603","0.5415","1.2796","0.4906"
"2/9/12","1.9845","0.2752","1.5619","0.5485","1.2883","0.5061"
"2/10/12","1.9828","0.2768","1.5593","0.5496","1.2938","0.5088"
"2/13/12","1.9807","0.2842","1.5545","0.5486","1.3005","0.5016"
"2/14/12","1.9794","0.2927","1.5452","0.5435","1.3031","0.5031"
"2/15/12","1.9779","0.2941","1.5407","0.5389","1.3074","0.5116"
"2/16/12","1.9771","0.2938","1.5387","0.5359","1.3058","0.5040"
"2/17/12","1.9825","0.2950","1.5382","0.5343","1.3061","0.5026"
"2/20/12","2.0021","0.2953","1.5428","0.5358","1.3041","0.5091"
"2/21/12","2.0125","0.2929","1.5448","0.5373","1.3092","0.5115"
"2/22/12","2.0194","0.2896","1.5419","0.5384","1.3091","0.5084"
"2/23/12","2.0220","0.2788","1.5391","0.5367","1.3181","0.5179"
"2/24/12","2.0363","0.2583","1.5369","0.5316","1.3260","0.5243"
"2/27/12","2.0189","0.2534","1.5333","0.5271","1.3378","0.5248"
"2/28/12","2.0114","0.2535","1.5306","0.5263","1.3507","0.5195"
"2/29/12","2.0145","0.2506","1.5302","0.5253","1.3627","0.5153"
"3/1/12","2.0255","0.2629","1.5283","0.5250","1.3658","0.5026"
"3/2/12","2.0193","0.2821","1.5280","0.5299","1.3690","0.4980"
"3/5/12","2.0332","0.2767","1.5324","0.5299","1.3598","0.4900"
"3/6/12","2.0355","0.2649","1.5351","0.5228","1.3433","0.4779"
"3/7/12","2.0343","0.2623","1.5402","0.5212","1.3312","0.4672"
"3/8/12","2.0301","0.2617","1.5484","0.5220","1.3311","0.4669"
"3/9/12","2.0284","0.2605","1.5541","0.5249","1.3249","0.4705"
"3/12/12","2.0295","0.2654","1.5539","0.5249","1.3373","0.4876"
"3/13/12","2.0442","0.2784","1.5607","0.5346","1.3577","0.5099"
"3/14/12","2.0679","0.2901","1.5647","0.5405","1.3701","0.5353"
"3/15/12","2.0913","0.2954","1.5667","0.5418","1.3814","0.5496"
"3/16/12","2.1075","0.3085","1.5684","0.5411","1.3883","0.5522"
"3/19/12","2.1199","0.3146","1.5676","0.5453","1.3930","0.5450"
"3/20/12","2.1221","0.3117","1.5628","0.5459","1.3848","0.5366"
"3/21/12","2.1065","0.3052","1.5581","0.5437","1.3828","0.5166"
"3/22/12","2.0827","0.3007","1.5565","0.5409","1.3714","0.5092"
"3/23/12","2.0644","0.2907","1.5550","0.5390","1.3805","0.4968"
"3/26/12","2.0438","0.2919","1.5630","0.5394","1.3727","0.4886"
"3/27/12","2.0236","0.2994","1.5702","0.5362","1.3860","0.4849"
"3/28/12","2.0075","0.3040","1.5734","0.5322","1.3917","0.4862"
"3/29/12","1.9983","0.3043","1.5737","0.5284","1.3924","0.4792"
"3/30/12","1.9924","0.3063","1.5675","0.5265","1.3839","0.4802"
"4/2/12","1.9828","0.3090","1.5598","0.5227","1.3790","0.4817"
"4/3/12","1.9790","0.3055","1.5522","0.5216","1.3648","0.4848"
"4/4/12","1.9737","0.2992","1.5476","0.5175","1.3556","0.4829"
"4/5/12","1.9606","0.2968","1.5460","0.5165","1.3520","0.4812"
"4/6/12","1.9453","0.2925","1.5530","0.5123","1.3428","0.4826"
"4/9/12","1.9360","0.2774","1.5562","0.5060","1.3391","0.4747"
"4/10/12","1.9222","0.2649","1.5582","0.4975","1.3263","0.4567"
"4/11/12","1.8954","0.2634","1.5619","0.4967","1.3172","0.4389"
"4/12/12","1.8812","0.2648","1.5604","0.4987","1.3128","0.4382"
"4/13/12","1.8661","0.2626","1.5574","0.4973","1.3155","0.4381"
"4/16/12","1.8477","0.2723","1.5541","0.4969","1.3162","0.4392"
"4/17/12","1.8343","0.2879","1.5534","0.5024","1.3249","0.4515"
"4/18/12","1.8462","0.2969","1.5525","0.5041","1.3319","0.4686"
"4/19/12","1.8538","0.2974","1.5600","0.5009","1.3424","0.4725"
"4/20/12","1.8567","0.2997","1.5669","0.5022","1.3480","0.4669"
"4/23/12","1.8592","0.2980","1.5721","0.5049","1.3504","0.4652"
"4/24/12","1.8651","0.2928","1.5747","0.5042","1.3541","0.4572"
"4/25/12","1.8626","0.2924","1.5792","0.5063","1.3566","0.4458"
"4/26/12","1.8601","0.2969","1.5775","0.5106","1.3572","0.4367"
"4/27/12","1.8710","0.3043","1.5786","0.5118","1.3571","0.4353"
"4/30/12","1.8753","0.3120","1.5813","0.5125","1.3613","0.4476"
"5/1/12","1.8701","0.3213","1.5843","0.5146","1.3632","0.4530"
"5/2/12","1.8647","0.3281","1.5819","0.5143","1.3650","0.4663"
"5/3/12","1.8621","0.3337","1.5771","0.5087","1.3688","0.4743"
"5/4/12","1.8519","0.3315","1.5682","0.5003","1.3628","0.4766"
"5/7/12","1.8539","0.3291","1.5589","0.4910","1.3570","0.4616"
"5/8/12","1.8600","0.3215","1.5477","0.4825","1.3419","0.4487"
"5/9/12","1.8589","0.3132","1.5417","0.4736","1.3273","0.4258"
"5/10/12","1.8628","0.3055","1.5395","0.4672","1.3057","0.4063"
"5/11/12","1.8615","0.3060","1.5397","0.4644","1.2928","0.3888"
"5/14/12","1.8613","0.2979","1.5366","0.4624","1.2746","0.3784"
"5/15/12","1.8691","0.2912","1.5340","0.4586","1.2629","0.3734"
"5/16/12","1.8806","0.2853","1.5311","0.4573","1.2488","0.3737"
"5/17/12","1.8846","0.2787","1.5259","0.4527","1.2336","0.3742"
"5/18/12","1.8900","0.2656","1.5192","0.4482","1.2202","0.3728"
"5/21/12","1.8896","0.2621","1.5136","0.4526","1.2113","0.3701"
"5/22/12","1.8820","0.2620","1.5110","0.4559","1.2065","0.3708"
"5/23/12","1.8749","0.2633","1.5086","0.4564","1.2002","0.3740"
"5/24/12","1.8698","0.2638","1.5055","0.4608","1.1956","0.3758"
"5/25/12","1.8656","0.2678","1.5033","0.4655","1.1880","0.3792"
"5/28/12","1.8646","0.2704","1.5044","0.4611","1.1827","0.3870"
"5/29/12","1.8648","0.2713","1.5034","0.4629","1.1742","0.3973"
"5/30/12","1.8668","0.2707","1.5008","0.4614","1.1707","0.4056"
"5/31/12","1.8733","0.2643","1.4982","0.4595","1.1705","0.4084"
"6/1/12","1.8770","0.2563","1.4965","0.4499","1.1727","0.4071"
"6/4/12","1.8787","0.2425","1.4928","0.4392","1.1696","0.3922"
"6/5/12","1.8793","0.2304","1.4903","0.4219","1.1712","0.3790"
"6/6/12","1.8762","0.2218","1.4898","0.4128","1.1707","0.3632"
"6/7/12","1.8645","0.2241","1.4911","0.4026","1.1668","0.3577"
"6/8/12","1.8584","0.2310","1.4926","0.4023","1.1642","0.3543"
"6/11/12","1.8556","0.2415","1.4979","0.4014","1.1670","0.3636"
"6/12/12","1.8507","0.2506","1.5021","0.4050","1.1685","0.3642"
"6/13/12","1.8547","0.2504","1.5025","0.4026","1.1713","0.3678"
"6/14/12","1.8574","0.2469","1.5002","0.4063","1.1781","0.3672"
"6/15/12","1.8639","0.2424","1.5036","0.4087","1.1864","0.3689"
"6/18/12","1.8676","0.2414","1.4990","0.4122","1.1937","0.3682"
"6/19/12","1.8765","0.2426","1.4967","0.4134","1.1989","0.3687"
"6/20/12","1.8788","0.2491","1.4946","0.4188","1.2025","0.3675"
"6/21/12","1.8866","0.2458","1.4963","0.4173","1.2028","0.3671"
"6/22/12","1.8877","0.2412","1.4970","0.4157","1.1998","0.3653"
"6/25/12","1.8881","0.2304","1.4993","0.4116","1.1991","0.3650"
"6/26/12","1.8824","0.2163","1.5046","0.4100","1.1991","0.3607"
"6/27/12","1.8803","0.2030","1.5166","0.4093","1.2076","0.3561"
"6/28/12","1.8757","0.1967","1.5212","0.4091","1.2216","0.3507"
"6/29/12","1.8754","0.1949","1.5221","0.4111","1.2411","0.3522"
"7/2/12","1.8676","0.2018","1.5201","0.4139","1.2513","0.3543"
"7/3/12","1.8616","0.2113","1.5203","0.4161","1.2590","0.3588"
"7/4/12","1.8525","0.2169","1.5145","0.4159","1.2579","0.3681"
"7/5/12","1.8420","0.2246","1.5129","0.4174","1.2531","0.3716"
"7/6/12","1.8346","0.2208","1.5067","0.4131","1.2434","0.3711"
"7/9/12","1.8311","0.2166","1.5050","0.4128","1.2343","0.3691"
"7/10/12","1.8276","0.2096","1.4959","0.4058","1.2332","0.3693"
"7/11/12","1.8281","0.2057","1.4890","0.4000","1.2345","0.3666"
"7/12/12","1.8348","0.2008","1.4847","0.3935","1.2339","0.3647"
"7/13/12","1.8387","0.2074","1.4841","0.3943","1.2364","0.3631"
"7/16/12","1.8488","0.2081","1.4857","0.3939","1.2397","0.3632"
"7/17/12","1.8595","0.2102","1.4869","0.3987","1.2375","0.3638"
"7/18/12","1.8661","0.2129","1.4869","0.4037","1.2391","0.3647"
"7/19/12","1.8782","0.2170","1.4861","0.4081","1.2470","0.3754"
"7/20/12","1.8835","0.2129","1.4835","0.4062","1.2513","0.3816"
"7/23/12","1.8836","0.2042","1.4784","0.4035","1.2595","0.3823"
"7/24/12","1.8857","0.1923","1.4743","0.4003","1.2684","0.3807"
"7/25/12","1.8868","0.1828","1.4664","0.3955","1.2700","0.3766"
"7/26/12","1.8836","0.1793","1.4605","0.3937","1.2752","0.3898"
"7/27/12","1.8934","0.1851","1.4593","0.3979","1.2718","0.3918"
"7/30/12","1.9099","0.1995","1.4596","0.4002","1.2661","0.3979"
"7/31/12","1.9199","0.2135","1.4660","0.4016","1.2574","0.4004"
"8/1/12","1.9290","0.2260","1.4668","0.4018","1.2572","0.4076"
"8/2/12","1.9285","0.2281","1.4606","0.4011","1.2506","0.3889"
"8/3/12","1.9237","0.2322","1.4568","0.3983","1.2478","0.3854"
"8/6/12","1.9134","0.2375","1.4535","0.4004","1.2543","0.3824"
"8/7/12","1.9123","0.2447","1.4468","0.4026","1.2629","0.3861"
"8/8/12","1.9106","0.2510","1.4464","0.4073","1.2690","0.3856"
"8/9/12","1.9049","0.2566","1.4550","0.4120","1.2710","0.3865"
"8/10/12","1.8865","0.2575","1.4578","0.4144","1.2905","0.3906"
"8/13/12","1.8709","0.2528","1.4602","0.4138","1.2960","0.3934"
"8/14/12","1.8573","0.2418","1.4615","0.4129","1.2986","0.3907"
"8/15/12","1.8445","0.2332","1.4660","0.4123","1.2969","0.3834"
"8/16/12","1.8419","0.2318","1.4658","0.4104","1.3069","0.3877"
"8/17/12","1.8461","0.2285","1.4632","0.4100","1.3078","0.3898"
"8/20/12","1.8473","0.2271","1.4589","0.4119","1.3159","0.3936"
"8/21/12","1.8456","0.2355","1.4573","0.4142","1.3279","0.4027"
"8/22/12","1.8472","0.2378","1.4561","0.4155","1.3411","0.4158"
"8/23/12","1.8491","0.2360","1.4561","0.4205","1.3420","0.4173"
"8/24/12","1.8489","0.2341","1.4581","0.4278","1.3464","0.4097"
"8/27/12","1.8530","0.2307","1.4622","0.4347","1.3379","0.4019"
"8/28/12","1.8527","0.2233","1.4653","0.4426","1.3270","0.3937"
